elmo.2005 elmo.2008 elmo.2012 
0.000792857 NaN NaN 
0.000823997 NaN NaN 
0.000698829 NaN 0.000580068 
0.000416221 0.000742038 0.000730758 
0.000415808 0.000729803 0.000718993 
0.0007929 0.000841515 0.00081415 
0.000675527 0.000708472 0.00097397 
0.000680216 0.000547778 0.00101676 
0.000889819 0.000614646 0.000657481 
0.000982701 0.000643458 0.00117826 
0.00103042 0.000588658 0.0011025 
0.00105139 0.000733957 0.000834333 
0.000673189 0.000802497 0.00072449 
0.000614619 0.000723528 0.000794641 
0.000506654 0.000663413 0.000631608 
0.000704523 0.000798623 0.000673691 
0.000522082 0.000646576 0.000763162 
0.00071645 0.00108856 0.000910474 
0.000642337 0.00107545 0.000955778 
0.0010037 0.00105274 0.000864881 
0.000898823 0.000848245 0.000936251 
0.00081038 0.000848087 0.000793896 
0.000741793 0.000838838 0.000805126 
0.000708167 0.000828773 0.000769465 
0.000749771 0.000829121 0.000780269 
0.00075615 0.000789816 0.000787082 
0.000715741 0.000691228 0.000788248 
0.000740259 0.000683009 0.00080807 
0.000752903 0.000726266 0.000785204 
0.000715269 0.000762763 0.000839372 
0.000781742 0.000657572 0.000765646 
0.000826625 0.000651908 0.000793868 
0.000803493 0.000682158 0.000808767 
0.000798903 0.000671684 0.000786206 
0.000840333 0.000634413 0.000767958 
0.000812017 0.000662045 0.000716662 
0.000840631 0.000650211 0.000788344 
0.00076733 0.000679019 0.000779499 
0.000824991 0.000689191 0.000747703 
0.000824509 0.000670746 0.000731156 
0.000754419 0.000636148 0.0007016 
0.000760742 0.000601889 0.00074187 
0.000704299 0.00063431 0.000770063 
0.000692576 0.000647851 0.000735497 
0.000739362 0.000698763 0.000737657 
0.00066445 0.000628 0.00082375 
0.000676752 0.000592431 0.000860882 
0.000721371 0.000661327 0.000730257 
0.000724229 0.000561395 0.000713421 
0.000559049 0.000554116 0.000737115 
0.000479716 0.000538247 0.000776338 
0.000508384 0.000474806 0.000771615 
0.000712946 0.000576043 0.000820602 
0.000766287 0.000639 0.000792099 
0.000705015 0.000464007 0.000765694 
0.000822918 0.000434578 0.000677942 
0.00100698 0.000540749 0.000700987 
NaN 0.000827749 NaN 
NaN 0.000760208 NaN 
NaN 0.000731031 NaN 
NaN 0.00074477 NaN 
